age,breed,centreLocation,gender,hasPhoto,hasVideo,icon_childFriendly,icon_crossBreed,icon_dogFriendly,icon_gentleGiant,icon_hasBasicHousetraining,icon_hasMedicalNeeds,icon_livewire,icon_livingOffsite,icon_lovesCuddles,icon_lovesToysGames,icon_needsTraining,icon_smallButSparky,icon_strangerFriendly,icon_veryClever,icon_willWorkForFood,icon_youngAtHeart,isNewDog,name,numberOfPhotos,reserved
 '6 to 12 Months', 'Collie Cross (Border)', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,,,,,Living off site,,,Needs some training,,,,,, false, 'Brandon', 1, false
 '5 to 7 Years', 'Akita', 'Kenilworth', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Buddy', 4, false
 '1 to 2 Years', 'Harrier', 'Kenilworth', 'Male', true, false,,,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Buddy', 5, false
 '1 to 2 Years', '', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Bubbles', 5, false
 '0 to 6 Months', 'Jack Russell Terrier (JRT)', 'Bridgend', 'Male', true, false,,,,,,,Live wire,,Especially likes cuddles,Loves toys/games,,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, true, 'Bubba', 3, true
 '2 to 5 Years', 'Border Collie ', 'Shrewsbury', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Bruce', 5, false
 '5 to 7 Years', 'Terrier: Yorkshire ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Bruce', 3, false
 '2 to 5 Years', 'Rottweiler ', 'Glasgow', 'Female', true, false,,,Dog friendly,,,Medical needs,Live wire,,Especially likes cuddles,Loves toys/games,,,,,Loves treats/will work for food,, false, 'Britta', 2, false
 '2 to 5 Years', 'Beagle  ', 'Kenilworth', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,,, false, 'Briar', 5, false
 '6 to 12 Months', 'Boxer  ', 'Evesham', 'Male', false, false,,,Dog friendly,Gentle giant,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Brian', 0, false
 '2 to 5 Years', 'Greyhound  ', 'Kenilworth', 'Female', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Aoife', 3, false
 '5 to 7 Years', 'Patterdale Terrier', 'West Calder', 'Male', true, true,,,,,Has basic housetraining,,,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Angus', 5, false
 '1 to 2 Years', 'Border Collie ', 'Merseyside', 'Male', true, false,,,,,,,Live wire,,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, true, 'Chad', 2, false
 '5 to 7 Years', 'A Crossbreed ', 'Manchester', 'Male', true, true,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Bobby', 4, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Bridgend', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Bobby', 5, false
 '2 to 5 Years', 'Lhasa Apso', 'Kenilworth', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,,, true, 'Bobbie', 4, false
 '5 to 7 Years', 'Lurcher ', 'West Calder', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Blue', 5, false
 '2 to 5 Years', 'Chihuahua: Long Hr ', 'Leeds', 'Male', true, false,,,,,,,Live wire,,,,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Buddy', 3, false
 '2 to 5 Years', 'Bulldog: French', 'London (Harefield)', 'Female', false, false,,,Dog friendly,,,,,,Especially likes cuddles,Loves toys/games,,Small but sparky,Stranger friendly,,Loves treats/will work for food,, true, 'Apple', 0, true
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Leeds', 'Female', true, true,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Beth', 5, false
 '1 to 2 Years', 'Collie: Smooth  ', 'Loughborough', 'Male', true, false,,,,,,,,,,,Needs some training,,,,,, true, 'Ant', 2, false
 '6 to 12 Months', 'Terrier: Tibetan', 'Evesham', 'Male', true, false,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Bertie', 1, true
 '2 to 5 Years', 'Border Collie ', 'London (Harefield)', 'Female', true, false,,,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Blue', 2, false
 '8+ Years', 'A Crossbreed ', 'Loughborough', 'Female', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,,,,,,, false, 'Bertha', 4, true
 '6 to 12 Months', 'German Shepherd Dog (GSD / Alsatian)', 'London (Harefield)', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Bentley', 1, false
 '2 to 5 Years', 'A Crossbreed ', 'Shrewsbury', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,,,Stranger friendly,,,, true, 'Chance', 5, false
 '1 to 2 Years', 'A Crossbreed ', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Benny', 1, true
 '8+ Years', 'Lurcher ', 'Shoreham', 'Male', true, true,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, false, 'Benny', 5, false
 '2 to 5 Years', '', 'Ilfracombe', 'Male', true, true,,Crossbreed,Dog friendly,,,,,,,,,,,,Loves treats/will work for food,, false, 'Bruno', 5, false
 '1 to 2 Years', 'Jack Russell Terrier (JRT)', 'Bridgend', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Bo Peep', 3, false
 '5 to 7 Years', 'Boxer  ', 'Shoreham', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,,Young at heart, false, 'Boycee', 5, false
 '5 to 7 Years', 'Siberian Husky  ', 'Salisbury', 'Male', true, false,,,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Bounty (And Ollie)', 1, false
 '2 to 5 Years', 'Spaniel: English Springer', 'Bridgend', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Boris', 3, false
 '2 to 5 Years', 'Terrier Cross', 'Basildon', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Boris', 5, true
 '5 to 7 Years', 'A Crossbreed ', 'West Calder', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Bertie', 5, false
 '5 to 7 Years', 'Lurcher ', 'Loughborough', 'Female', true, false,,,,,,,,,,,Needs some training,,,,,, true, 'Bonnie', 3, false
 '2 to 5 Years', 'A Crossbreed ', 'Darlington', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Chance', 5, false
 '6 to 12 Months', 'A Crossbreed ', 'Merseyside', 'Female', true, true,,Crossbreed,,,,,Live wire,,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, false, 'Blossom', 5, false
 '5 to 7 Years', 'Lurcher ', 'West Calder', 'Male', true, false,,Crossbreed,,Gentle giant,,,,,,,Needs some training,,,,,, false, 'Blake', 4, false
 '2 to 5 Years', 'Lurcher ', 'Newbury', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Blitz', 5, true
 '2 to 5 Years', 'Lurcher ', 'Salisbury', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,Live wire,,,,,,Stranger friendly,,,, true, 'Boycey', 2, false
 '6 to 12 Months', 'Harrier', 'Kenilworth', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,,, false, 'Birch', 5, false
 '2 to 5 Years', 'Harrier', 'Shrewsbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,,,Stranger friendly,,,, true, 'Bosco', 3, false
 '5 to 7 Years', 'A Crossbreed ', 'Manchester', 'Male', true, true,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Benji', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Loughborough', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,Living off site,Especially likes cuddles,,,,,,,, false, 'Benji', 5, false
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Canterbury', 'Male', true, false,,,Dog friendly,,Has basic housetraining,,,,,,,,Stranger friendly,,,, false, 'Benji', 3, false
 '8+ Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,,Gentle giant,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Ben', 5, false
 '2 to 5 Years', 'Akita', 'Evesham', 'Male', true, false,,Crossbreed,Dog friendly,Gentle giant,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Bear', 1, true
 '8+ Years', 'Border Collie ', 'Merseyside', 'Male', true, false,,,,,Has basic housetraining,,,Living off site,Especially likes cuddles,,Needs some training,,,Bright spark/very clever,,Young at heart, false, 'Beano', 3, false
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Loughborough', 'Male', true, true,,,,,,,,Living off site,,Loves toys/games,,,,,,, false, 'Baxter', 2, false
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Kenilworth', 'Female', false, false,,,Dog friendly,,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Angie', 0, false
 '2 to 5 Years', 'Rottweiler ', 'Salisbury', 'Female', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Angel', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Newbury', 'Female', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, true, 'Blu', 4, false
 '8+ Years', 'A Crossbreed ', 'Merseyside', 'Female', true, false,,Crossbreed,Dog friendly,Gentle giant,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,, false, 'Amie', 5, true
 '1 to 2 Years', 'Patterdale Terrier', 'Kenilworth', 'Female', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Allie', 5, true
 '5 to 7 Years', 'Dogue De Bordeaux', 'London (Harefield)', 'Male', false, false,,,Dog friendly,Gentle giant,,,,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, false, 'Benson', 0, false
 '5 to 7 Years', 'Lurcher ', 'Shoreham', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Alice', 4, false
 '2 to 5 Years', 'Boxer  ', 'Manchester', 'Male', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Alfie', 5, false
 '5 to 7 Years', 'A Crossbreed ', 'West Calder', 'Male', true, true,,Crossbreed,,Gentle giant,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Binx', 5, false
 '1 to 2 Years', 'Terrier: Lakeland  ', 'Leeds', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,,,Stranger friendly,,,, false, 'Arty', 3, false
 '5 to 7 Years', 'Terrier: Yorkshire ', 'Shoreham', 'Male', true, false,,,,,Has basic housetraining,,Live wire,Living off site,,,Needs some training,Small but sparky,,Bright spark/very clever,,, true, 'Billy', 2, false
 '1 to 2 Years', 'Staffordshire Cross (SBT)', 'West Calder', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,Living off site,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Billy', 1, false
 '5 to 7 Years', 'American Bulldog', 'London (Harefield)', 'Male', true, false,,,,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Billy', 2, false
 '5 to 7 Years', 'Terrier Cross', 'Leeds', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,,,, false, 'Billy', 5, false
 '5 to 7 Years', 'Greyhound  ', 'Kenilworth', 'Female', true, false,Child friendly (under 12 yrs),,,Gentle giant,Has basic housetraining,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Betsy', 5, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Evesham', 'Male', true, false,,Crossbreed,,,Has basic housetraining,Medical needs,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ben', 5, true
 '5 to 7 Years', 'Chihuahua: Short Hr', 'Manchester', 'Male', true, false,,,,,,,,Living off site,,,,Small but sparky,,,,Young at heart, true, 'Ben', 2, false
 '2 to 5 Years', 'Greyhound  ', 'West Calder', 'Male', true, false,,,,Gentle giant,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Allen', 1, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,,,Dog friendly,,Has basic housetraining,,,Living off site,Especially likes cuddles,Loves toys/games,,Small but sparky,,,Loves treats/will work for food,, false, 'Bracken', 5, false
 '2 to 5 Years', 'Lurcher ', 'Kenilworth', 'Female', false, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Bella', 0, false
 '2 to 5 Years', 'Labrador', 'Basildon', 'Female', false, false,,Crossbreed,,,,,,,Especially likes cuddles,,,,Stranger friendly,,Loves treats/will work for food,, true, 'Bella', 0, false
 '5 to 7 Years', 'Chihuahua: Short Hr', 'Leeds', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,Small but sparky,Stranger friendly,,,, true, 'Bella', 1, false
 '5 to 7 Years', 'Lab Cross', 'Leeds', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Bracken', 5, false
 '5 to 7 Years', 'A Crossbreed ', 'Manchester', 'Female', true, false,,Crossbreed,,,,,,Living off site,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Bella', 4, true
 '5 to 7 Years', 'A Crossbreed ', 'Shoreham', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Arthur', 4, true
 '5 to 7 Years', 'Terrier Cross', 'Evesham', 'Male', true, false,,Crossbreed,,,,,,,,,,Small but sparky,,,Loves treats/will work for food,, false, 'Basil', 5, false
 '2 to 5 Years', 'Lurcher ', 'London (Harefield)', 'Male', false, false,,Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Barron', 0, true
 '8+ Years', 'A Crossbreed ', 'Evesham', 'Male', false, true,,Crossbreed,,,,,,,Especially likes cuddles,,,,Stranger friendly,,Loves treats/will work for food,Young at heart, false, 'Barney', 0, false
 '5 to 7 Years', '', 'Evesham', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Barney', 1, false
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Barney', 2, false
 '2 to 5 Years', 'Lurcher ', 'Canterbury', 'Male', true, false,,,Dog friendly,,,,Live wire,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Barney', 3, true
 '8+ Years', 'Patterdale Terrier', 'Ilfracombe', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, true, 'Belle', 3, true
 '0 to 6 Months', 'Lab Cross', 'Evesham', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Barbara', 4, true
 '0 to 6 Months', 'Terrier Cross', 'Ballymena (N.Ireland)', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Bane', 2, false
 '5 to 7 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Bandit', 5, false
 '5 to 7 Years', 'Lurcher ', 'Canterbury', 'Female', true, false,,Crossbreed,,,,,,,Especially likes cuddles,,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Bambi', 5, false
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Glasgow', 'Female', true, true,,,,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Bella', 5, false
 '1 to 2 Years', 'Bichon Frise ', 'Salisbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,,,,,,, true, 'Billy', 1, true
 '2 to 5 Years', 'Lurcher ', 'Darlington', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,,,Has basic housetraining,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,,, true, 'Bee', 5, false
 '2 to 5 Years', 'Greyhound  ', 'Loughborough', 'Male', true, false,,,,,,,,,,,Needs some training,,,,,, true, 'Becks', 3, false
 '1 to 2 Years', 'Lurcher ', 'Shrewsbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,,,, false, 'Beau', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Merseyside', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,,, false, 'Barney', 5, false
